Log file open, 12/22/22 13:20:00
[2022.12.22-21.21.13:165][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Fire_Sparks01_Cue.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Audio/Fire_Sparks01_Cue.uasset"
[2022.12.22-21.21.13:172][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Light01.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Audio/Light01.uasset"
[2022.12.22-21.21.13:177][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Light01_Cue.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Audio/Light01_Cue.uasset"
[2022.12.22-21.21.13:187][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Light02.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Audio/Light02.uasset"
[2022.12.22-21.21.13:192][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Light02_Cue.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Audio/Light02_Cue.uasset"
[2022.12.22-21.21.13:202][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Smoke01.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Audio/Smoke01.uasset"
[2022.12.22-21.21.13:207][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Smoke01_Cue.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Audio/Smoke01_Cue.uasset"
[2022.12.22-21.21.13:212][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Starter_Background_Cue.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Audio/Starter_Background_Cue.uasset"
[2022.12.22-21.21.13:457][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/HDRI/HDRI_Epic_Courtyard_Daylight.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/HDRI/HDRI_Epic_Courtyard_Daylight.uasset"
[2022.12.22-21.21.13:476][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Starter_Birds01.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Audio/Starter_Birds01.uasset"
[2022.12.22-21.21.13:512][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Starter_Music01.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Audio/Starter_Music01.uasset"
[2022.12.22-21.21.13:519][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Starter_Music_Cue.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Audio/Starter_Music_Cue.uasset"
[2022.12.22-21.21.13:534][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Starter_Wind05.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Audio/Starter_Wind05.uasset"
[2022.12.22-21.21.13:552][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Starter_Wind06.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Audio/Starter_Wind06.uasset"
[2022.12.22-21.21.13:562][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Steam01.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Audio/Steam01.uasset"
[2022.12.22-21.21.13:567][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Steam01_Cue.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Audio/Steam01_Cue.uasset"
[2022.12.22-21.21.13:573][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/P_Ambient_Dust.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Particles/P_Ambient_Dust.uasset"
[2022.12.22-21.21.13:578][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/P_Explosion.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Particles/P_Explosion.uasset"
[2022.12.22-21.21.13:584][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/P_Fire.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Particles/P_Fire.uasset"
[2022.12.22-21.21.13:589][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/P_Smoke.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Particles/P_Smoke.uasset"
[2022.12.22-21.21.13:594][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/P_Sparks.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Particles/P_Sparks.uasset"
[2022.12.22-21.21.13:599][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/P_Steam_Lit.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Particles/P_Steam_Lit.uasset"
[2022.12.22-21.21.13:604][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/MaterialSphere.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Props/MaterialSphere.uasset"
[2022.12.22-21.21.13:610][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Bush.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Props/SM_Bush.uasset"
[2022.12.22-21.21.13:615][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Chair.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Props/SM_Chair.uasset"
[2022.12.22-21.21.13:621][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_CornerFrame.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Props/SM_CornerFrame.uasset"
[2022.12.22-21.21.13:627][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Couch.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Props/SM_Couch.uasset"
[2022.12.22-21.21.13:633][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Door.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Props/SM_Door.uasset"
[2022.12.22-21.21.13:638][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_DoorFrame.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Props/SM_DoorFrame.uasset"
[2022.12.22-21.21.13:644][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_GlassWindow.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Props/SM_GlassWindow.uasset"
[2022.12.22-21.21.13:649][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Lamp_Ceiling.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Props/SM_Lamp_Ceiling.uasset"
[2022.12.22-21.21.13:655][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Lamp_Wall.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Props/SM_Lamp_Wall.uasset"
[2022.12.22-21.21.13:660][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_PillarFrame.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Props/SM_PillarFrame.uasset"
[2022.12.22-21.21.13:666][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_PillarFrame300.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Props/SM_PillarFrame300.uasset"
[2022.12.22-21.21.13:671][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Rock.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Props/SM_Rock.uasset"
[2022.12.22-21.21.13:677][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Shelf.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Props/SM_Shelf.uasset"
[2022.12.22-21.21.13:683][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Stairs.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Props/SM_Stairs.uasset"
[2022.12.22-21.21.13:689][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Statue.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Props/SM_Statue.uasset"
[2022.12.22-21.21.13:696][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_TableRound.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Props/SM_TableRound.uasset"
[2022.12.22-21.21.13:702][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_WindowFrame.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Props/SM_WindowFrame.uasset"
[2022.12.22-21.21.13:709][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Cone.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Shapes/Shape_Cone.uasset"
[2022.12.22-21.21.13:714][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Cube.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Shapes/Shape_Cube.uasset"
[2022.12.22-21.21.13:720][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Cylinder.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Shapes/Shape_Cylinder.uasset"
[2022.12.22-21.21.13:731][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_NarrowCapsule.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Shapes/Shape_NarrowCapsule.uasset"
[2022.12.22-21.21.13:736][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Pipe.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Shapes/Shape_Pipe.uasset"
[2022.12.22-21.21.13:744][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Pipe_180.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Shapes/Shape_Pipe_180.uasset"
[2022.12.22-21.21.13:750][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Pipe_90.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Shapes/Shape_Pipe_90.uasset"
[2022.12.22-21.21.13:756][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Plane.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Shapes/Shape_Plane.uasset"
[2022.12.22-21.21.13:761][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_QuadPyramid.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Shapes/Shape_QuadPyramid.uasset"
[2022.12.22-21.21.13:767][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Sphere.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Shapes/Shape_Sphere.uasset"
[2022.12.22-21.21.13:772][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Torus.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Shapes/Shape_Torus.uasset"
[2022.12.22-21.21.13:779][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Trim.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Shapes/Shape_Trim.uasset"
[2022.12.22-21.21.13:785][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Trim_90_In.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Shapes/Shape_Trim_90_In.uasset"
[2022.12.22-21.21.13:791][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Trim_90_Out.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Shapes/Shape_Trim_90_Out.uasset"
[2022.12.22-21.21.13:796][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_TriPyramid.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Shapes/Shape_TriPyramid.uasset"
[2022.12.22-21.21.13:802][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Tube.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Shapes/Shape_Tube.uasset"
[2022.12.22-21.21.13:807][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Wedge_A.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Shapes/Shape_Wedge_A.uasset"
[2022.12.22-21.21.13:813][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Wedge_B.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Shapes/Shape_Wedge_B.uasset"
[2022.12.22-21.21.13:818][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_WideCapsule.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Shapes/Shape_WideCapsule.uasset"
[2022.12.22-21.21.13:823][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_AssetPlatform.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Materials/M_AssetPlatform.uasset"
[2022.12.22-21.21.13:828][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Basic_Floor.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Materials/M_Basic_Floor.uasset"
[2022.12.22-21.21.13:834][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Basic_Wall.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Materials/M_Basic_Wall.uasset"
[2022.12.22-21.21.13:840][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Brick_Clay_Beveled.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Materials/M_Brick_Clay_Beveled.uasset"
[2022.12.22-21.21.13:845][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Brick_Clay_New.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Materials/M_Brick_Clay_New.uasset"
[2022.12.22-21.21.13:850][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Brick_Clay_Old.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Materials/M_Brick_Clay_Old.uasset"
[2022.12.22-21.21.13:882][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Brick_Clay_Beveled_D.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Textures/T_Brick_Clay_Beveled_D.uasset"
[2022.12.22-21.21.13:887][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Brick_Cut_Stone.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Materials/M_Brick_Cut_Stone.uasset"
[2022.12.22-21.21.13:920][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Brick_Clay_Beveled_M.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Textures/T_Brick_Clay_Beveled_M.uasset"
[2022.12.22-21.21.13:926][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Brick_Hewn_Stone.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Materials/M_Brick_Hewn_Stone.uasset"
[2022.12.22-21.21.14:013][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Brick_Clay_Beveled_N.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Textures/T_Brick_Clay_Beveled_N.uasset"
[2022.12.22-21.21.14:019][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Ceramic_Tile_Checker.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Materials/M_Ceramic_Tile_Checker.uasset"
[2022.12.22-21.21.14:053][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Brick_Clay_New_D.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Textures/T_Brick_Clay_New_D.uasset"
[2022.12.22-21.21.14:102][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Brick_Clay_New_M.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Textures/T_Brick_Clay_New_M.uasset"
[2022.12.22-21.21.14:186][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Brick_Clay_New_N.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Textures/T_Brick_Clay_New_N.uasset"
[2022.12.22-21.21.14:191][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_CobbleStone_Pebble.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Materials/M_CobbleStone_Pebble.uasset"
[2022.12.22-21.21.14:239][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Brick_Clay_Old_D.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Textures/T_Brick_Clay_Old_D.uasset"
[2022.12.22-21.21.14:285][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Brick_Clay_Old_N.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Textures/T_Brick_Clay_Old_N.uasset"
[2022.12.22-21.21.14:352][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Brick_Cut_Stone_D.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Textures/T_Brick_Cut_Stone_D.uasset"
[2022.12.22-21.21.14:357][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_CobbleStone_Rough.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Materials/M_CobbleStone_Rough.uasset"
[2022.12.22-21.21.14:387][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Brick_Cut_Stone_N.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Textures/T_Brick_Cut_Stone_N.uasset"
[2022.12.22-21.21.14:393][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_CobbleStone_Smooth.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Materials/M_CobbleStone_Smooth.uasset"
[2022.12.22-21.21.14:418][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Brick_Hewn_Stone_D.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Textures/T_Brick_Hewn_Stone_D.uasset"
[2022.12.22-21.21.14:424][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_ColorGrid_LowSpec.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Materials/M_ColorGrid_LowSpec.uasset"
[2022.12.22-21.21.14:451][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Brick_Hewn_Stone_M.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Textures/T_Brick_Hewn_Stone_M.uasset"
[2022.12.22-21.21.14:456][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Concrete_Grime.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Materials/M_Concrete_Grime.uasset"
[2022.12.22-21.21.14:462][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Concrete_Panels.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Materials/M_Concrete_Panels.uasset"
[2022.12.22-21.21.14:467][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Concrete_Poured.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Materials/M_Concrete_Poured.uasset"
[2022.12.22-21.21.14:472][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Concrete_Tiles.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Materials/M_Concrete_Tiles.uasset"
[2022.12.22-21.21.14:521][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Brick_Hewn_Stone_N.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Textures/T_Brick_Hewn_Stone_N.uasset"
[2022.12.22-21.21.14:527][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Burst_M.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Textures/T_Burst_M.uasset"
[2022.12.22-21.21.14:533][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Glass.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Materials/M_Glass.uasset"
[2022.12.22-21.21.14:542][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Bush_D.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Textures/T_Bush_D.uasset"
[2022.12.22-21.21.14:549][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Bush_N.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Textures/T_Bush_N.uasset"
[2022.12.22-21.21.14:555][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Ground_Grass.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Materials/M_Ground_Grass.uasset"
[2022.12.22-21.21.14:561][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Ceramic_Tile_M.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Textures/T_Ceramic_Tile_M.uasset"
[2022.12.22-21.21.14:566][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Ground_Gravel.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Materials/M_Ground_Gravel.uasset"
[2022.12.22-21.21.14:571][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Ceramic_Tile_N.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Textures/T_Ceramic_Tile_N.uasset"
[2022.12.22-21.21.14:580][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Chair_M.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Textures/T_Chair_M.uasset"
[2022.12.22-21.21.14:587][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Chair_N.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Textures/T_Chair_N.uasset"
[2022.12.22-21.21.14:593][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Ground_Moss.uasset" to "../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Content/StarterContent/Materials/M_Ground_Moss.uasset"
